kode_pum,kode_bps,nama
35.10.09,3510100,Genteng
35.10.08,3510110,Srono
35.10.13,3510120,Rogojampi
35.10.25,3510121,Blimbingsari
35.10.14,3510130,Kabat
35.10.12,3510140,Singojuruh
35.10.20,3510150,Sempu
35.10.19,3510160,Songgon
35.10.15,3510170,Glagah
35.10.24,3510171,Licin
35.10.16,3510180,Banyuwangi
35.10.17,3510190,Giri
35.10.21,3510200,Kalipuro
35.10.18,3510210,Wongsorejo
35.11.01,3511010,Maesan
35.11.06,3511020,Grujugan
35.11.02,3511030,Tamanan
35.11.23,3511031,Jambesari Darus Sholah
35.11.05,3511040,Pujer
35.11.03,3511050,Tlogosari
35.11.04,3511060,Sukosari
35.11.18,3511061,Sumberwringin
35.11.10,3511070,Tapen
35.11.09,3511080,Wonosari
35.11.08,3511090,Tenggarang
35.11.11,3511100,Bondowoso
35.11.07,3511110,Curahdami
35.11.20,3511111,Binakal
35.11.17,3511120,Pakem
35.11.12,3511130,Wringin
35.11.13,3511140,Tegalampel
35.11.21,3511141,Taman Krocok
35.11.14,3511150,Klabang
35.11.19,3511151,Sempol
35.11.22,3511152,Botolinggo
35.11.16,3511160,Prajekan
35.11.15,3511170,Cermee
35.12.15,3512010,Sumbermalang
35.12.01,3512020,Jatibanteng
35.12.16,3512030,Banyuglugur
35.12.02,3512040,Besuki
35.12.03,3512050,Suboh
35.12.04,3512060,Mlandingan
35.12.17,3512070,Bungatan
35.12.05,3512080,Kendit
35.12.06,3512090,Panarukan
35.12.07,3512100,Situbondo
35.12.09,3512110,Mangaran
35.12.08,3512120,Panji
35.12.10,3512130,Kapongan
35.12.11,3512140,Arjasa
35.12.12,3512150,Jangkar
35.12.13,3512160,Asembagus
35.12.14,3512170,Banyuputih
35.13.01,3513010,Sukapura
35.13.02,3513020,Sumber
35.13.03,3513030,Kuripan
35.13.04,3513040,Bantaran
35.13.05,3513050,Leces
35.13.20,3513060,Tegalsiwalan
35.13.06,3513070,Banyuanyar
35.13.07,3513080,Tiris
35.13.08,3513090,Krucil
35.13.09,3513100,Gading
35.13.10,3513110,Pakuniran
35.13.11,3513120,Kotaanyar
35.13.12,3513130,Paiton
35.13.13,3513140,Besuk
35.13.14,3513150,Kraksaan
35.13.15,3513160,Krejengan
35.13.16,3513170,Pajarakan
35.13.17,3513180,Maron
35.13.18,3513190,Gending
35.13.19,3513200,Dringu
35.13.22,3513210,Wonomerto
35.13.24,3513220,Lumbang
35.13.23,3513230,Tongas
35.13.21,3513240,Sumberasih
35.14.01,3514010,Purwodadi
35.14.02,3514020,Tutur
35.14.03,3514030,Puspo
35.14.24,3514040,Tosari
35.14.04,3514050,Lumbang
35.14.05,3514060,Pasrepan
35.14.06,3514070,Kejayan
35.14.07,3514080,Wonorejo
35.14.08,3514090,Purwosari
35.14.10,3514100,Prigen
35.14.09,3514110,Sukorejo
35.14.11,3514120,Pandaan
35.14.12,3514130,Gempol
35.14.13,3514140,Beji
35.14.14,3514150,Bangil
35.14.15,3514160,Rembang
35.14.16,3514170,Kraton
35.14.17,3514180,Pohjentrek
35.14.18,3514190,Gondangwetan
35.14.23,3514200,Rejoso
35.14.19,3514210,Winongan
35.14.20,3514220,Grati
35.14.22,3514230,Lekok
35.14.21,3514240,Nguling
35.15.01,3515010,Tarik
35.15.02,3515020,Prambon
35.15.03,3515030,Krembung
35.15.04,3515040,Porong
35.15.05,3515050,Jabon
35.15.06,3515060,Tanggulangin
35.15.07,3515070,Candi
35.15.09,3515080,Tulangan
35.15.10,3515090,Wonoayu
35.15.14,3515100,Sukodono
35.15.08,3515110,Sidoarjo
35.15.15,3515120,Buduran
35.15.17,3515130,Sedati
35.15.18,3515140,Waru
35.15.16,3515150,Gedangan
35.15.13,3515160,Taman
35.15.11,3515170,Krian
35.15.12,3515180,Balongbendo
35.16.01,3516010,Jatirejo
35.16.02,3516020,Gondang
35.16.03,3516030,Pacet
35.16.04,3516040,Trawas
35.16.05,3516050,Ngoro
35.16.06,3516060,Pungging
35.16.07,3516070,Kutorejo
35.16.08,3516080,Mojosari
35.16.10,3516090,Bangsal
35.16.18,3516091,Mojoanyar
35.16.09,3516100,Dlanggu
35.16.11,3516110,Puri
35.16.12,3516120,Trowulan
35.16.13,3516130,Sooko
35.16.14,3516140,Gedeg
35.16.15,3516150,Kemlagi
35.16.16,3516160,Jetis
35.16.17,3516170,Dawarblandong
35.17.18,3517010,Bandarkedungmulyo
35.17.01,3517020,Perak
35.17.02,3517030,Gudo
35.17.08,3517040,Diwek
35.17.03,3517050,Ngoro
35.17.07,3517060,Mojowarno
35.17.04,3517070,Bareng
35.17.05,3517080,Wonosalam
35.17.06,3517090,Mojoagung
35.17.11,3517100,Sumobito
35.17.19,3517110,Jogoroto
35.17.10,3517120,Peterongan
35.17.09,3517130,Jombang
35.17.20,3517140,Megaluh
35.17.13,3517150,Tembelang
35.17.12,3517160,Kesamben
35.17.17,3517170,Kudu
35.17.21,3517171,Ngusikan
35.17.14,3517180,Ploso
35.17.16,3517190,Kabuh
35.17.15,3517200,Plandaan
35.18.01,3518010,Sawahan
35.18.02,3518020,Ngetos
35.18.03,3518030,Berbek
35.18.04,3518040,Loceret
35.18.05,3518050,Pace
35.18.11,3518060,Tanjunganom
35.18.06,3518070,Prambon
35.18.07,3518080,Ngronggot
35.18.08,3518090,Kertosono
35.18.09,3518100,Patianrowo
35.18.10,3518110,Baron
35.18.17,3518120,Gondang
35.18.12,3518130,Sukomoro
35.18.13,3518140,Nganjuk
35.18.14,3518150,Bagor
35.18.15,3518160,Wilangan
35.18.16,3518170,Rejoso
35.18.18,3518180,Ngluyu
35.18.19,3518190,Lengkong
35.18.20,3518200,Jatikalen
35.19.01,3519010,Kebonsari
35.19.03,3519020,Geger
35.19.02,3519030,Dolopo
35.19.04,3519040,Dagangan
35.19.07,3519050,Wungu
35.19.05,3519060,Kare
35.19.06,3519070,Gemarang
35.19.12,3519080,Saradan
35.19.13,3519090,Pilangkenceng
35.19.11,3519100,Mejayan
35.19.15,3519110,Wonoasri
35.19.10,3519120,Balerejo
35.19.08,3519130,Madiun
35.19.14,3519140,Sawahan
35.19.09,3519150,Jiwan
35.20.01,3520010,Poncol
35.20.02,3520020,Parang
35.20.03,3520030,Lembeyan
35.20.04,3520040,Takeran
35.20.17,3520041,Nguntoronadi
35.20.05,3520050,Kawedanan
35.20.06,3520060,Magetan
35.20.16,3520061,Ngariboyo
35.20.07,3520070,Plaosan
35.20.18,3520071,Sidorejo
35.20.08,3520080,Panekan
35.20.09,3520090,Sukomoro
35.20.10,3520100,Bendo
35.20.11,3520110,Maospati
35.20.13,3520120,Karangrejo
35.20.14,3520121,Karas
35.20.12,3520130,Barat
35.20.15,3520131,Kartoharjo
35.21.01,3521010,Sine
35.21.02,3521020,Ngrambe
35.21.03,3521030,Jogorogo
35.21.04,3521040,Kendal
35.21.05,3521050,Geneng
35.21.18,3521051,Gerih
35.21.06,3521060,Kwadungan
35.21.14,3521070,Pangkur
35.21.07,3521080,Karangjati
35.21.15,3521090,Bringin
35.21.08,3521100,Padas
35.21.19,3521101,Kasreman
35.21.09,3521110,Ngawi
35.21.10,3521120,Paron
35.21.11,3521130,Kedunggalar
35.21.16,3521140,Pitu
35.21.12,3521150,Widodaren
35.21.13,3521160,Mantingan
35.21.17,3521170,Karanganyar
35.22.22,3522010,Margomulyo
35.22.01,3522020,Ngraho
35.22.02,3522030,Tambakrejo
35.22.03,3522040,Ngambon
35.22.27,3522041,Sekar
35.22.05,3522050,Bubulan
35.22.26,3522051,Gondang
35.22.21,3522060,Temayang
35.22.07,3522070,Sugihwaras
35.22.08,3522080,Kedungadem
35.22.09,3522090,Kepohbaru
35.22.10,3522100,Baureno
35.22.11,3522110,Kanor
35.22.12,3522120,Sumberrejo
35.22.13,3522130,Balen
35.22.24,3522140,Sukosewu
35.22.14,3522150,Kapas
35.22.15,3522160,Bojonegoro
35.22.23,3522170,Trucuk
35.22.06,3522180,Dander
35.22.04,3522190,Ngasem
35.22.28,3522191,Gayam
35.22.16,3522200,Kalitidu
35.22.17,3522210,Malo
35.22.18,3522220,Purwosari
35.22.19,3522230,Padangan
35.22.20,3522240,Kasiman
35.22.25,3522241,Kedewan
35.23.01,3523010,Kenduruan
35.23.03,3523020,Bangilan
35.23.05,3523030,Senori
35.23.07,3523040,Singgahan
35.23.10,3523050,Montong
35.23.09,3523060,Parengan
35.23.11,3523070,Soko
35.23.14,3523080,Rengel
35.23.20,3523081,Grabagan
35.23.17,3523090,Plumpang
35.23.19,3523100,Widang
35.23.18,3523110,Palang
35.23.15,3523120,Semanding
35.23.16,3523130,Tuban
35.23.12,3523140,Jenu
35.23.13,3523150,Merakurak
35.23.08,3523160,Kerek
35.23.06,3523170,Tambakboyo
35.23.02,3523180,Jatirogo
35.23.04,3523190,Bancar
35.24.01,3524010,Sukorame
35.24.02,3524020,Bluluk
35.24.04,3524030,Ngimbang
35.24.11,3524040,Sambeng
35.24.16,3524050,Mantup
35.24.19,3524060,Kembangbahu
35.24.12,3524070,Sugio
35.24.06,3524080,Kedungpring
35.24.03,3524090,Modo
35.24.05,3524100,Babat
35.24.13,3524110,Pucuk
35.24.17,3524120,Sukodadi
35.24.22,3524130,Lamongan
35.24.23,3524140,Tikung
35.24.27,3524141,Sarirejo
35.24.25,3524150,Deket
35.24.26,3524160,Glagah
35.24.24,3524170,Karangbinangun
35.24.21,3524180,Turi
35.24.20,3524190,Kalitengah
35.24.18,3524200,Karanggeneng
35.24.09,3524210,Sekaran
35.24.10,3524220,Maduran
35.24.08,3524230,Laren
35.24.15,3524240,Solokuro
35.24.14,3524250,Paciran
35.24.07,3524260,Brondong
35.25.06,3525010,Wringinanom
35.25.15,3525020,Driyorejo
35.25.08,3525030,Kedamean
35.25.13,3525040,Menganti
35.25.11,3525050,Cerme
35.25.04,3525060,Benjeng
35.25.02,3525070,Balongpanggang
35.25.05,3525080,Duduksampeyan
35.25.14,3525090,Kebomas
35.25.16,3525100,Gresik
35.25.10,3525110,Manyar
35.25.12,3525120,Bungah
35.25.09,3525130,Sidayu
35.25.01,3525140,Dukun
35.25.03,3525150,Panceng
35.25.07,3525160,Ujungpangkah
35.25.17,3525170,Sangkapura
35.25.18,3525180,Tambak
35.26.04,3526010,Kamal
35.26.12,3526020,Labang
35.26.11,3526030,Kwanyar
35.26.16,3526040,Modung
35.26.15,3526050,Blega
35.26.17,3526060,Konang
35.26.18,3526070,Galis
35.26.13,3526080,Tanah Merah
35.26.14,3526090,Tragah
35.26.02,3526100,Socah
35.26.01,3526110,Bangkalan
35.26.03,3526120,Burneh
35.26.05,3526130,Arosbaya
35.26.06,3526140,Geger
35.26.10,3526150,Kokop
35.26.09,3526160,Tanjung Bumi
35.26.08,3526170,Sepulu
35.26.07,3526180,Klampis
35.27.01,3527010,Sreseh
35.27.02,3527020,Torjun
35.27.13,3527021,Pangarengan
35.27.03,3527030,Sampang
35.27.04,3527040,Camplong
35.27.05,3527050,Omben
35.27.06,3527060,Kedungdung
35.27.07,3527070,Jrengik
35.27.08,3527080,Tambelangan
35.27.09,3527090,Banyuates
35.27.10,3527100,Robatal
35.27.14,3527101,Karangpenang
35.27.12,3527110,Ketapang
35.27.11,3527120,Sokobanah
35.28.01,3528010,Tlanakan
35.28.02,3528020,Pademawu
35.28.03,3528030,Galis
35.28.08,3528040,Larangan
35.28.04,3528050,Pamekasan
35.28.05,3528060,Proppo
35.28.06,3528070,Palengaan
35.28.07,3528080,Pegantenan
35.28.12,3528090,Kadur
35.28.09,3528100,Pakong
35.28.10,3528110,Waru
35.28.11,3528120,Batumarmar
35.28.13,3528130,Pasean
35.29.11,3529010,Pragaan
35.29.05,3529020,Bluto
35.29.06,3529030,Saronggi
35.29.08,3529040,Giliginting
35.29.04,3529050,Talango
35.29.02,3529060,Kalianget
35.29.01,3529070,Kota Sumenep
35.29.26,3529071,Batuan
35.29.07,3529080,Lenteng
35.29.10,3529090,Ganding
35.29.09,3529100,Guluk-guluk
35.29.13,3529110,Pasongsongan
35.29.12,3529120,Ambunten
35.29.15,3529130,Rubaru
35.29.14,3529140,Dasuk
35.29.03,3529150,Manding
35.29.17,3529160,Batuputih
35.29.19,3529170,Gapura
35.29.16,3529180,Batang Batang
35.29.18,3529190,Dungkek
35.29.21,3529200,Nonggunong
35.29.20,3529210,Gayam
35.29.22,3529220,"Ra""as"
35.29.25,3529230,Sapeken
35.29.24,3529240,Arjasa
35.29.27,3529241,Kangayan
35.29.23,3529250,Masalembu
35.71.01,3571010,Mojoroto
35.71.02,3571020,Kota
35.71.03,3571030,Pesantren
35.72.02,3572010,Sukorejo
35.72.01,3572020,Kepanjenkidul
35.72.03,3572030,Sananwetan
35.73.03,3573010,Kedungkandang
35.73.04,3573020,Sukun
35.73.02,3573030,Klojen
35.73.01,3573040,Blimbing
35.73.05,3573050,Lowokwaru
35.74.01,3574010,Kademangan
35.74.05,3574011,Kedopok
35.74.02,3574020,Wonoasih
35.74.03,3574030,Mayangan
35.74.04,3574031,Kanigaran
35.75.01,3575010,Gadingrejo
35.75.02,3575020,Purworejo
35.75.03,3575030,Bugul Kidul
35.75.04,3575031,Panggungrejo
35.76.01,3576010,Prajuritkulon
35.76.02,3576020,Magersari
35.76.03,3576021,Kranggan
35.77.02,3577010,Manguharjo
35.77.03,3577020,Taman
35.77.01,3577030,Kartoharjo
35.78.01,3578010,Karang Pilang
35.78.23,3578020,Jambangan
35.78.22,3578030,Gayungan
35.78.02,3578040,Wonocolo
35.78.24,3578050,Tenggilis Mejoyo
35.78.25,3578060,Gunung Anyar
35.78.03,3578070,Rungkut
35.78.09,3578080,Sukolilo
35.78.26,3578090,Mulyorejo
35.78.08,3578100,Gubeng
35.78.04,3578110,Wonokromo
35.78.21,3578120,Dukuh Pakis
35.78.20,3578130,Wiyung
35.78.18,3578140,Lakarsantri
35.78.31,3578141,Sambikerep
35.78.14,3578150,Tandes
35.78.27,3578160,Sukomanunggal
35.78.06,3578170,Sawahan
35.78.05,3578180,Tegalsari
35.78.07,3578190,Genteng
35.78.10,3578200,Tambaksari
35.78.17,3578210,Kenjeran
35.78.29,3578211,Bulak
35.78.11,3578220,Simokerto
35.78.16,3578230,Semampir
35.78.12,3578240,Pabean Cantian
35.78.13,3578250,Bubutan
35.78.15,3578260,Krembangan
35.78.28,3578270,Asem Rowo
35.78.19,3578280,Benowo
35.78.30,3578281,Pakal
35.79.01,3579010,Batu
35.79.03,3579020,Junrejo
35.79.02,3579030,Bumiaji
36.01.01,3601010,Sumur
36.01.02,3601020,Cimanggu
36.01.03,3601030,Cibaliung
36.01.27,3601031,Cibitung
36.01.04,3601040,Cikeusik
36.01.05,3601050,Cigeulis
36.01.06,3601060,Panimbang
36.01.35,3601061,Sobang
36.01.08,3601070,Munjul
36.01.07,3601071,Angsana
36.01.31,3601072,Sindangresmi
36.01.11,3601080,Picung
36.01.10,3601090,Bojong
36.01.14,3601100,Saketi
36.01.23,3601101,Cisata
36.01.09,3601110,Pagelaran
36.01.24,3601111,Patia
36.01.29,3601112,Sukaresmi
36.01.12,3601120,Labuan
36.01.28,3601121,Carita
36.01.16,3601130,Jiput
36.01.26,3601131,Cikedal
36.01.13,3601140,Menes
36.01.32,3601141,Pulosari
36.01.17,3601150,Mandalawangi
36.01.18,3601160,Cimanuk
36.01.15,3601161,Cipeucang
36.01.20,3601170,Banjar
36.01.19,3601171,Kaduhejo
36.01.30,3601172,Mekarjaya
36.01.21,3601180,Pandeglang
36.01.34,3601181,Majasari
36.01.22,3601190,Cadasari
36.01.25,3601191,Karang Tanjung
36.01.33,3601192,Koroncong
36.02.01,3602010,Malingping
36.02.21,3602011,Wanasalam
36.02.02,3602020,Panggarangan
36.02.26,3602021,Cihara
36.02.03,3602030,Bayah
36.02.20,3602031,Cilograng
36.02.19,3602040,Cibeber
36.02.16,3602050,Cijaku
36.02.28,3602051,Cigemblong
36.02.09,3602060,Banjarsari
36.02.10,3602070,Cileles
36.02.08,3602080,Gunungkencana
36.02.07,3602090,Bojongmanik
36.02.27,3602091,Cirinten
36.02.06,3602100,Leuwidamar
36.02.05,3602110,Muncang
36.02.22,3602111,Sobang
36.02.04,3602120,Cipanas
36.02.25,3602121,Lebakgedong
36.02.12,3602130,Sajira
36.02.11,3602140,Cimarga
36.02.17,3602150,Cikulur
36.02.15,3602160,Warunggunung
36.02.18,3602170,Cibadak
36.02.14,3602180,Rangkasbitung
36.02.24,3602181,Kalanganyar
36.02.13,3602190,Maja
36.02.23,3602191,Curugbitung
36.03.05,3603010,Cisoka
36.03.31,3603011,Solear
36.03.03,3603020,Tigaraksa
36.03.04,3603021,Jambe
36.03.18,3603030,Cikupa
36.03.19,3603040,Panongan
36.03.17,3603050,Curug
36.03.28,3603051,Kelapa Dua
36.03.20,3603060,Legok
36.03.22,3603070,Pagedangan
36.03.23,3603081,Cisauk
36.03.12,3603120,Pasar Kemis
36.03.29,3603121,Sindang Jaya
36.03.01,3603130,Balaraja
36.03.02,3603131,Jayanti
36.03.27,3603132,Sukamulya
36.03.06,3603140,Kresek
36.03.32,3603141,Gunung Kaler
36.03.07,3603150,Kronjo
36.03.33,3603151,Mekar Baru
36.03.08,3603160,Mauk
36.03.09,3603161,Kemiri
36.03.10,3603162,Sukadiri
36.03.11,3603170,Rajeg
36.03.16,3603180,Sepatan
36.03.30,3603181,Sepatan Timur
36.03.15,3603190,Pakuhaji
36.03.13,3603200,Teluknaga
36.03.14,3603210,Kosambi
36.04.31,3604010,Cinangka
36.04.29,3604020,Padarincang
36.04.27,3604030,Ciomas
36.04.28,3604040,Pabuaran
36.04.33,3604041,Gunungsari
36.04.22,3604050,Baros
36.04.19,3604060,Petir
36.04.20,3604061,Tunjung Teja
36.04.23,3604080,Cikeusal
36.04.24,3604090,Pamarayan
36.04.34,3604091,Bandung
36.04.26,3604100,Jawilan
36.04.25,3604110,Kopo
36.04.15,3604120,Cikande
36.04.16,3604121,Kibin
36.04.11,3604130,Kragilan
36.04.06,3604180,Waringinkurung
36.04.32,3604190,Mancak
36.04.30,3604200,Anyar
36.04.07,3604210,Bojonegara
36.04.08,3604211,Pulo Ampel
36.04.05,3604220,Kramatwatu
36.04.09,3604240,Ciruas
36.04.12,3604250,Pontang
36.04.35,3604251,Lebak Wangi
36.04.17,3604260,Carenang
36.04.18,3604261,Binuang
36.04.13,3604270,Tirtayasa
36.04.14,3604271,Tanara
36.71.06,3671010,Ciledug
36.71.13,3671011,Larangan
36.71.12,3671012,Karang Tengah
36.71.05,3671020,Cipondoh
36.71.11,3671021,Pinang
36.71.01,3671030,Tangerang
36.71.07,3671031,Karawaci
36.71.02,3671040,Jatiuwung
36.71.09,3671041,Cibodas
36.71.08,3671042,Periuk
36.71.03,3671050,Batuceper
36.71.10,3671051,Neglasari
36.71.04,3671060,Benda
36.72.04,3672010,Ciwandan
36.72.08,3672011,Citangkil
36.72.03,3672020,Pulomerak
36.72.07,3672021,Purwakarta
36.72.06,3672022,Gerogol
36.72.02,3672030,Cilegon
36.72.05,3672031,Jombang
36.72.01,3672040,Cibeber
36.73.04,3673010,Curug
36.73.03,3673020,Walantaka
36.73.05,3673030,Cipocok Jaya
36.73.01,3673040,Serang
36.73.06,3673050,Taktakan
36.73.02,3673060,Kasemen
36.74.07,3674010,Setu
36.74.01,3674020,Serpong
36.74.06,3674030,Pamulang
36.74.04,3674040,Ciputat
36.74.05,3674050,Ciputat Timur
36.74.03,3674060,Pondok Aren
36.74.02,3674070,Serpong Utara
51.01.04,5101010,Melaya
51.01.01,5101020,Negara
51.01.05,5101021,Jembrana
51.01.02,5101030,Mendoyo
51.01.03,5101040,Pekutatan
51.02.01,5102010,Selemadeg
51.02.02,5102011,Selemadeg Timur
51.02.03,5102012,Selemadeg Barat
51.02.04,5102020,Kerambitan
51.02.05,5102030,Tabanan
51.02.06,5102040,Kediri
51.02.07,5102050,Marga
51.02.09,5102060,Baturiti
51.02.08,5102070,Penebel
51.02.10,5102080,Pupuan
51.03.05,5103010,Kuta Selatan
51.03.01,5103020,Kuta
51.03.06,5103030,Kuta Utara
51.03.02,5103040,Mengwi
51.03.03,5103050,Abiansemal
51.03.04,5103060,Petang
51.04.01,5104010,Sukawati
51.04.02,5104020,Blahbatuh
51.04.03,5104030,Gianyar
51.04.04,5104040,Tampaksiring
51.04.05,5104050,Ubud
51.04.06,5104060,Tegallalang
51.04.07,5104070,Payangan
51.05.01,5105010,Nusa Penida
51.05.02,5105020,Banjarangkan
51.05.03,5105030,Klungkung
51.05.04,5105040,Dawan
51.06.01,5106010,Susut
51.06.02,5106020,Bangli
51.06.03,5106030,Tembuku
51.06.04,5106040,Kintamani
51.07.01,5107010,Rendang
51.07.02,5107020,Sidemen
51.07.03,5107030,Manggis
51.07.04,5107040,Karangasem
51.07.05,5107050,Abang
51.07.06,5107060,Bebandem
51.07.07,5107070,Selat
51.07.08,5107080,Kubu
51.08.01,5108010,Gerokgak
51.08.02,5108020,Seririt
51.08.03,5108030,Busungbiu
51.08.04,5108040,Banjar
51.08.05,5108050,Sukasada
51.08.06,5108060,Buleleng
51.08.07,5108070,Sawan
51.08.08,5108080,Kubutambahan
51.08.09,5108090,Tejakula
51.71.01,5171010,Denpasar Selatan
51.71.02,5171020,Denpasar Timur
51.71.03,5171030,Denpasar Barat
51.71.04,5171031,Denpasar Utara
52.01.07,5201010,Sekotong
52.01.13,5201011,Lembar
52.01.01,5201020,Gerung
52.01.08,5201030,Labuapi
52.01.02,5201040,Kediri
52.01.15,5201041,Kuripan
52.01.03,5201050,Narmada
52.01.12,5201051,Lingsar
52.01.09,5201060,Gunungsari
52.01.14,5201061,Batu Layar
52.02.05,5202010,Praya Barat
52.02.11,5202011,Praya Barat Daya
52.02.04,5202020,Pujut
52.02.06,5202030,Praya Timur
52.02.07,5202040,Janapria
52.02.09,5202050,Kopang
52.02.01,5202060,Praya
52.02.10,5202061,Praya Tengah
52.02.02,5202070,Jonggat
52.02.08,5202080,Pringgarata
52.02.03,5202090,Batukliang
52.02.12,5202091,Batukliang Utara
52.03.01,5203010,Keruak
52.03.20,5203011,Jerowaru
52.03.02,5203020,Sakra
52.03.19,5203021,Sakra Barat
52.03.18,5203022,Sakra Timur
52.03.03,5203030,Terara
52.03.11,5203031,Montong Gading
52.03.04,5203040,Sikur
52.03.05,5203050,Masbagik
52.03.12,5203051,Pringgasela
52.03.06,5203060,Sukamulia
52.03.13,5203061,Suralaga
52.03.07,5203070,Selong
52.03.17,5203071,Labuhan Haji
52.03.08,5203080,Pringgabaya
52.03.16,5203081,Suwela
52.03.09,5203090,Aikmel
52.03.14,5203091,Wanasaba
52.03.15,5203092,Sembalun
52.03.21,5203093,Lenek
52.03.10,5203100,Sambelia
52.04.02,5204020,Lunyuk
52.04.28,5204021,Orong Telu
52.04.05,5204050,Alas
52.04.17,5204051,Alas Barat
52.04.20,5204052,Buer
52.04.06,5204061,Utan
52.04.21,5204062,Rhee
52.04.07,5204070,Batu Lanteh
52.04.08,5204080,Sumbawa
52.04.18,5204081,Labuhan Badas
52.04.22,5204082,Unter Iwes
52.04.09,5204090,Moyo Hilir
52.04.23,5204091,Moyo Utara
52.04.10,5204100,Moyo Hulu
52.04.11,5204110,Ropang
52.04.27,5204111,Lenangguar
52.04.29,5204112,Lantung
52.04.12,5204121,Lape
52.04.26,5204122,Lopok
52.04.13,5204130,Plampang
52.04.19,5204131,Labangka
52.04.24,5204132,Maronge
52.04.14,5204140,Empang
52.04.25,5204141,Tarano
52.05.03,5205010,Hu'u
52.05.08,5205011,Pajo
52.05.01,5205020,Dompu
52.05.05,5205030,Woja
52.05.04,5205040,Kilo
52.05.02,5205050,Kempo
52.05.07,5205051,Manggalewa
52.05.06,5205060,Pekat
52.06.01,5206010,Monta
52.06.16,5206011,Parado
52.06.02,5206020,Bolo
52.06.13,5206021,Madapangga
52.06.03,5206030,Woha
52.06.04,5206040,Belo
52.06.18,5206041,Palibelo
52.06.05,5206050,Wawo
52.06.11,5206051,Langgudu
52.06.17,5206052,Lambitu
52.06.06,5206060,Sape
52.06.12,5206061,Lambu
52.06.07,5206070,Wera
52.06.10,5206071,Ambalawi
52.06.08,5206080,Donggo
52.06.15,5206081,Soromandi
52.06.09,5206090,Sanggar
52.06.14,5206091,Tambora
52.07.04,5207010,Sekongkang
52.07.01,5207020,Jereweh
52.07.08,5207021,Maluk
52.07.02,5207030,Taliwang
52.07.07,5207031,Brang Ene
52.07.05,5207040,Brang Rea
52.07.03,5207050,Seteluk
52.07.06,5207051,Poto Tano
52.08.05,5208010,Pemenang
52.08.01,5208020,Tanjung
52.08.02,5208030,Gangga
52.08.03,5208040,Kayangan
52.08.04,5208050,Bayan
52.71.01,5271010,Ampenan
52.71.04,5271011,Sekarbela
52.71.02,5271020,Mataram
52.71.05,5271021,Selaparang
52.71.03,5271030,Cakranegara
52.71.06,5271031,Sandubaya
52.72.01,5272010,Rasanae Barat
52.72.05,5272011,Mpunda
52.72.02,5272020,Rasanae Timur
52.72.04,5272021,Raba
52.72.03,5272030,Asakota
53.12.12,5301021,Lamboya
53.12.11,5301022,Wanokaka
53.12.18,5301023,Laboya Barat
53.12.10,5301050,Loli
53.12.15,5301060,Kota Waikabubak
53.12.04,5301072,Tana Righu
53.11.03,5302010,Lewa
53.11.04,5302011,Nggaha Ori Angu
53.11.18,5302012,Lewa Tidahu
53.11.19,5302013,Katala Hamu Lingu
53.11.05,5302020,Tabundung
53.11.06,5302021,Pinu Pahar
53.11.12,5302030,Paberiwai
53.11.13,5302031,Karera
53.11.15,5302032,Matawai La Pawu
53.11.14,5302033,Kahaungu Eti
53.11.22,5302034,Mahu
53.11.21,5302035,Ngadu Ngala
53.11.10,5302040,Pahunga Lodu
53.11.11,5302041,Wulla Waijelu
53.11.09,5302051,Rindi
53.11.08,5302052,Umalulu
53.11.07,5302060,Pandawai
53.11.17,5302061,Kambata Mapambuhang
53.11.01,5302070,Kota Waingapu
53.11.16,5302071,Kambera
53.11.02,5302080,Haharu
53.11.20,5302081,Kanatang
53.01.04,5303100,Semau
53.01.23,5303101,Semau Selatan
53.01.05,5303110,Kupang Barat
53.01.16,5303111,Nekamese
53.01.08,5303120,Kupang Tengah
53.01.24,5303121,Taebenu
53.01.09,5303130,Amarasi
53.01.17,5303131,Amarasi Barat
53.01.18,5303132,Amarasi Selatan
53.01.19,5303133,Amarasi Timur
53.01.06,5303140,Kupang Timur
53.01.20,5303141,Amabi Oefeto Timur
53.01.25,5303142,Amabi Oefeto
53.01.07,5303150,Sulamu
53.01.10,5303160,Fatuleu
53.01.28,5303161,Fatuleu Tengah
53.01.27,5303162,Fatuleu Barat
53.01.11,5303170,Takari
53.01.12,5303180,Amfoang Selatan
53.01.21,5303181,Amfoang Barat Daya
53.01.30,5303182,Amfoang Tengah
53.01.13,5303190,Amfoang Utara
53.01.22,5303191,Amfoang Barat Laut
53.01.26,5303192,Amfoang Timur
53.02.03,5304010,Mollo Utara
53.02.12,5304011,Fatumnasi
53.02.31,5304012,Tobu
53.02.32,5304013,Nunbena
53.02.02,5304020,Mollo Selatan
53.02.13,5304021,Polen
53.02.22,5304022,Mollo Barat
53.02.30,5304023,Mollo Tengah
53.02.01,5304030,Kota Soe
53.02.07,5304040,Amanuban Barat
53.02.14,5304041,Batu Putih
53.02.27,5304042,Kuatnana
53.02.06,5304050,Amanuban Selatan
53.02.26,5304051,Noebeba
53.02.11,5304060,Kuanfatu
53.02.21,5304061,Kualin
53.02.05,5304070,Amanuban Tengah
53.02.19,5304071,Kolbano
53.02.18,5304072,Oenino
53.02.04,5304080,Amanuban Timur
53.02.28,5304081,Fautmolo
53.02.29,5304082,Fatukopa
53.02.10,5304090,Ki'e
53.02.20,5304091,Kot Olin
