kode_pum,kode_bps,nama
33.02.20.2014,3302220014,Bantarwuni
33.02.20.2015,3302220015,Karangsari
33.02.20.2016,3302220016,Linggasari
33.02.19.2001,3302230001,Kalikidang
33.02.19.2004,3302230002,Sokaraja Tengah
33.02.19.2005,3302230003,Sokaraja Kidul
33.02.19.2008,3302230004,Sokaraja Wetan
33.02.19.2006,3302230005,Klahang
33.02.19.2007,3302230006,Banjarsari Kidul
33.02.19.2009,3302230007,Jompo Kulon
33.02.19.2010,3302230008,Banjaranyar
33.02.19.2011,3302230009,Lemberang
33.02.19.2012,3302230010,Karangduren
33.02.19.2013,3302230011,Sokaraja Lor
33.02.19.2014,3302230012,Kedondong
33.02.19.2015,3302230013,Pamijen
33.02.19.2016,3302230014,Sokaraja Kulon
33.02.19.2003,3302230015,Karangkedawung
33.02.19.2002,3302230016,Wiradadi
33.02.19.2017,3302230017,Karangnanas
33.02.19.2018,3302230018,Karangrau
33.02.24.1001,3302710001,Karangklesem
33.02.24.1002,3302710002,Teluk
33.02.24.1003,3302710003,Berkoh
33.02.24.1004,3302710004,Purwokerto Kidul
33.02.24.1005,3302710005,Purwokerto Kulon
33.02.24.1006,3302710006,Karangpucung
33.02.24.1007,3302710007,Tanjung
33.02.25.1001,3302720001,Karanglewas Lor
33.02.25.1002,3302720002,Pasir Kidul
33.02.25.1003,3302720003,Rejasari
33.02.25.1004,3302720004,Pasirmuncang
33.02.25.1005,3302720005,Bantarsoka
33.02.25.1006,3302720006,Kober
33.02.25.1007,3302720007,Kedungwuluh
33.02.26.1001,3302730001,Sokanegara
33.02.26.1002,3302730002,Kranji
33.02.26.1003,3302730003,Purwokerto Lor
33.02.26.1004,3302730004,Purwokerto Wetan
33.02.26.1005,3302730005,Mersi
33.02.26.1006,3302730006,Arcawinangun
33.02.27.1007,3302740001,Bobosan
33.02.27.1001,3302740002,Purwanegara
33.02.27.1002,3302740003,Bancarkembar
33.02.27.1003,3302740004,Sumampir
33.02.27.1004,3302740005,Pabuwaran
33.02.27.1005,3302740006,Grendeng
33.02.27.1006,3302740007,Karangwangkal
33.03.01.2001,3303010001,Kedungbenda
33.03.01.2002,3303010002,Bokol
33.03.01.2003,3303010003,Pelumutan
33.03.01.2004,3303010004,Majatengah
33.03.01.2005,3303010005,Kedunglegok
33.03.01.2006,3303010006,Kemangkon
33.03.01.2007,3303010007,Panican
33.03.01.2008,3303010008,Bakulan
33.03.01.2009,3303010009,Karangkemiri
33.03.01.2010,3303010010,Pegandekan
33.03.01.2011,3303010011,Senon
33.03.01.2012,3303010012,Sumilir
33.03.01.2013,3303010013,Kalialang
33.03.01.2014,3303010014,Karangtengah
33.03.01.2015,3303010015,Muntang
33.03.01.2016,3303010016,Gambarsari
33.03.01.2017,3303010017,Toyareka
33.03.01.2018,3303010018,Jetis
33.03.01.2019,3303010019,Majasem
33.03.02.2001,3303020001,Tidu
33.03.02.2002,3303020002,Wirasaba
33.03.02.2003,3303020003,Kembangan
33.03.02.2004,3303020004,Cipawon
33.03.02.2005,3303020005,Karangcengis
33.03.02.2006,3303020006,Karanggedang
33.03.02.2007,3303020007,Karangnangka
33.03.02.2008,3303020008,Kutawis
33.03.02.2009,3303020009,Kebutuh
33.03.02.2010,3303020010,Penaruban
33.03.02.2011,3303020011,Kedungjati
33.03.02.2012,3303020012,Bukateja
33.03.02.2013,3303020013,Majasari
33.03.02.2014,3303020014,Bajong
33.03.03.2001,3303030001,Bandingan
33.03.03.2002,3303030002,Lamuk
33.03.03.2003,3303030003,Sokanegara
33.03.03.2004,3303030004,Gumiwang
33.03.03.2005,3303030005,Krenceng
33.03.03.2006,3303030006,Nangkasawit
33.03.03.2007,3303030007,Pandansari
33.03.03.2008,3303030008,Kejobong
33.03.03.2009,3303030009,Langgar
33.03.03.2010,3303030010,Timbang
33.03.03.2011,3303030011,Nangkod
33.03.03.2012,3303030012,Kedarpan
33.03.03.2013,3303030013,Pangempon
33.03.16.2003,3303040001,Pasunggingan
33.03.16.2004,3303040002,Pengadegan
33.03.16.2005,3303040003,Karangjoho
33.03.16.2002,3303040004,Larangan
33.03.16.2001,3303040005,Panunggalan
33.03.16.2006,3303040006,Bedagas
33.03.16.2007,3303040007,Tumanggal
33.03.16.2008,3303040008,Tegalpingen
33.03.16.2009,3303040009,Tetel
33.03.04.2001,3303050001,Lamongan
33.03.04.2002,3303050002,Tejasari
33.03.04.2003,3303050003,Cilapar
33.03.04.2004,3303050004,Penolih
33.03.04.2005,3303050005,Sinduraja
33.03.04.2006,3303050006,Selakambang
33.03.04.2007,3303050007,Selanegara
33.03.04.2008,3303050008,Kaligondang
33.03.04.2009,3303050009,Brecek
33.03.04.2010,3303050010,Sempor Lor
33.03.04.2011,3303050011,Penaruban
33.03.04.2012,3303050012,Kalikajar
33.03.04.2013,3303050013,Kembaran Wetan
33.03.04.2014,3303050014,Slinga
33.03.04.2015,3303050015,Arenan
33.03.04.2016,3303050016,Sidanegara
33.03.04.2017,3303050017,Pagerandong
33.03.04.2018,3303050018,Sidareja
33.03.05.1001,3303060001,Bojong
33.03.05.2002,3303060002,Toyareja
33.03.05.1003,3303060003,Kedungmenjangan
33.03.05.2004,3303060004,Jatisaba
33.03.05.1005,3303060005,Bancar
33.03.05.1006,3303060006,Purbalingga Wetan
33.03.05.1007,3303060007,Penambongan
33.03.05.1008,3303060008,Purbalingga Kidul
33.03.05.1009,3303060009,Kandanggampang
33.03.05.1010,3303060010,Purbalingga Kulon
33.03.05.1011,3303060011,Purbalingga Lor
33.03.05.1012,3303060012,Kembaran Kulon
33.03.05.1013,3303060013,Wirasana
33.03.06.2001,3303070001,Jompo
33.03.06.2002,3303070002,Rabak
33.03.06.2003,3303070003,Blater
33.03.06.2007,3303070004,Sidakangen
33.03.06.2008,3303070005,Karangpetir
33.03.06.2010,3303070006,Grecol
33.03.06.1011,3303070007,Mewek
33.03.06.1012,3303070008,Karangmanyar
33.03.06.1013,3303070009,Kalikabong
33.03.06.2014,3303070010,Selabaya
33.03.06.2009,3303070011,Kalimanah Wetan
33.03.06.2006,3303070012,Kalimanah Kulon
33.03.06.2004,3303070013,Manduraga
33.03.06.2005,3303070014,Karangsari
33.03.06.2016,3303070015,Kedungwuluh
33.03.06.2015,3303070016,Klapasawit
33.03.06.2017,3303070017,Babakan
33.03.15.2001,3303080001,Karangpule
33.03.15.2011,3303080002,Kalitinggar
33.03.15.2002,3303080003,Sokawera
33.03.15.2009,3303080004,Padamara
33.03.15.2003,3303080005,Karangjambe
33.03.15.2005,3303080006,Bojanegara
33.03.15.1004,3303080007,Karangsentul
33.03.15.2006,3303080008,Gemuruh
33.03.15.2007,3303080009,Dawuhan
33.03.15.2008,3303080010,Prigi
33.03.15.2010,3303080011,Purbayasa
33.03.15.2013,3303080012,Karanggambas
33.03.15.2012,3303080013,Mipiran
33.03.15.2014,3303080014,Kalitinggar Kidul
33.03.07.2001,3303090001,Karanglewas
33.03.07.2002,3303090002,Munjul
33.03.07.2006,3303090003,Karangklesem
33.03.07.2005,3303090004,Kutasari
33.03.07.2003,3303090005,Sumingkir
33.03.07.2004,3303090006,Meri
33.03.07.2007,3303090007,Karangreja
33.03.07.2008,3303090008,Karangaren
33.03.07.2009,3303090009,Limbangan
33.03.07.2010,3303090010,Cendana
33.03.07.2011,3303090011,Candiwulan
33.03.07.2012,3303090012,Karangcegak
33.03.07.2013,3303090013,Candinata
33.03.07.2014,3303090014,Karangjengkol
33.03.14.2001,3303100001,Brobot
33.03.14.2002,3303100002,Gembong
33.03.14.2003,3303100003,Galuh
33.03.14.2004,3303100004,Banjaran
33.03.14.2005,3303100005,Patemon
33.03.14.2006,3303100006,Bojongsari
33.03.14.2007,3303100007,Kajongan
33.03.14.2008,3303100008,Karangbanjar
33.03.14.2009,3303100009,Beji
33.03.14.2010,3303100010,Pagedangan
33.03.14.2011,3303100011,Pekalongan
33.03.14.2012,3303100012,Metenggeng
33.03.14.2013,3303100013,Bumisari
33.03.08.2001,3303110001,Karangturi
33.03.08.2002,3303110002,Onje
33.03.08.2003,3303110003,Sindang
33.03.08.2004,3303110004,Tangkisan
33.03.08.2005,3303110005,Kradenan
33.03.08.2006,3303110006,Lambur
33.03.08.2007,3303110007,Selaganggeng
33.03.08.2008,3303110008,Mangunegara
33.03.08.2009,3303110009,Karangnangka
33.03.08.2010,3303110010,Mrebet
33.03.08.2011,3303110011,Bojong
33.03.08.2012,3303110012,Serayu Karanganyar
33.03.08.2013,3303110013,Serayu Larangan
33.03.08.2014,3303110014,Campakoah
33.03.08.2015,3303110015,Pagerandong
33.03.08.2016,3303110016,Cipaku
33.03.08.2017,3303110017,Binangun
33.03.08.2018,3303110018,Pengalusan
33.03.08.2019,3303110019,Sangkanayu
33.03.09.2001,3303120001,Gandasuli
33.03.09.2002,3303120002,Kalapacung
33.03.09.2003,3303120003,Karangmalang
33.03.09.2004,3303120004,Banjarsari
33.03.09.2005,3303120005,Majapura
33.03.09.2006,3303120006,Bobotsari
33.03.09.2007,3303120007,Karangduren
33.03.09.2008,3303120008,Pakuncen
33.03.09.2009,3303120009,Karangtalun
33.03.09.2010,3303120010,Gunungkarang
33.03.09.2011,3303120011,Talagening
33.03.09.2012,3303120012,Tlagayasa
33.03.09.2013,3303120013,Dagan
33.03.09.2015,3303120015,Limbasari
33.03.09.2014,3303120016,Palumbungan
33.03.09.2016,3303120017,Palumbungan Wetan
33.03.10.2001,3303130001,Serang
33.03.10.2002,3303130002,Kutabawa
33.03.10.2003,3303130003,Siwarak
33.03.10.2004,3303130004,Tlahab Lor
33.03.10.2005,3303130005,Tlahab Kidul
33.03.10.2006,3303130006,Karangreja
33.03.10.2007,3303130007,Gondang
33.03.17.2002,3303131001,Sirandu
33.03.17.2001,3303131002,Purbasari
33.03.17.2003,3303131003,Karangjambu
33.03.17.2004,3303131004,Sanguwatang
33.03.17.2005,3303131005,Jingkang
33.03.17.2006,3303131006,Danasari
33.03.11.2014,3303140001,Kaliori
33.03.11.2013,3303140005,Kalijaran
33.03.11.2010,3303140006,Karanganyar
33.03.11.2012,3303140007,Banjarkerta
33.03.11.2006,3303140008,Karanggedang
33.03.11.2007,3303140009,Kabunderan
33.03.11.2008,3303140010,Jambudesa
33.03.11.2009,3303140016,Maribaya
33.03.11.2004,3303140017,Bungkanel
33.03.11.2005,3303140018,Lumpang
33.03.11.2002,3303140019,Buara
33.03.11.2003,3303140020,Brakas
33.03.11.2001,3303140021,Ponjen
33.03.18.2011,3303141001,Mergasana
33.03.18.2010,3303141002,Kertanegara
33.03.18.2008,3303141003,Kasih
33.03.18.2009,3303141004,Karangtengah
33.03.18.2007,3303141005,Condong
33.03.18.2006,3303141006,Karangpucung
33.03.18.2005,3303141007,Karangasem
33.03.18.2004,3303141008,Adiarsa
33.03.18.2003,3303141009,Langkap
33.03.18.2002,3303141010,Darma
33.03.18.2001,3303141011,Krangean
33.03.12.2001,3303150001,Karangsari
33.03.12.2002,3303150002,Pepedan
33.03.12.2003,3303150003,Pekiringan
33.03.12.2004,3303150004,Grantung
33.03.12.2005,3303150005,Rajawana
33.03.12.2006,3303150006,Tajug
33.03.12.2007,3303150007,Tamansari
33.03.12.2008,3303150008,Baleraksa
33.03.12.2009,3303150009,Tunjungmuli
33.03.12.2010,3303150010,Kramat
33.03.12.2011,3303150011,Sirau
33.03.13.2001,3303160001,Wlahar
33.03.13.2002,3303160002,Bantarbarang
33.03.13.2003,3303160003,Karangbawang
33.03.13.2004,3303160004,Gunungwuled
33.03.13.2005,3303160005,Losari
33.03.13.2006,3303160006,Bodaskarangjati
33.03.13.2007,3303160007,Wanogara Wetan
33.03.13.2008,3303160008,Wanogara Kulon
33.03.13.2009,3303160009,Makam
33.03.13.2010,3303160010,Sumampir
33.03.13.2011,3303160011,Tanalum
33.03.13.2012,3303160012,Panusupan
33.04.01.2009,3304010001,Piasa Wetan
33.04.01.2008,3304010002,Pekikiran
33.04.01.2007,3304010003,Brengkok
33.04.01.2006,3304010004,Penarusan Kulon
33.04.01.2005,3304010005,Penarusan Wetan
33.04.01.2004,3304010006,Gumelem Kulon
33.04.01.2003,3304010007,Gumelem Wetan
33.04.01.2002,3304010008,Derik
33.04.01.2001,3304010009,Berta
33.04.01.2015,3304010010,Karangjati
33.04.01.2014,3304010011,Kedawung
33.04.01.2013,3304010012,Dermasari
33.04.01.2012,3304010013,Susukan
33.04.01.2011,3304010014,Kemranggon
33.04.01.2010,3304010015,Karangsalam
33.04.02.2004,3304020001,Purwareja
33.04.02.2003,3304020002,Kecitran
33.04.02.2001,3304020003,Sirkandi
33.04.02.2002,3304020004,Pagak
33.04.02.2006,3304020005,Kalilandak
33.04.02.2005,3304020006,Klampok
33.04.02.2007,3304020007,Kalimandi
33.04.02.2008,3304020008,Kaliwinasuh
33.04.03.2006,3304030001,Salamerta
33.04.03.2005,3304030002,Glempang
33.04.03.2004,3304030003,Kebanaran
33.04.03.2003,3304030004,Kaliwungu
33.04.03.2002,3304030005,Somawangi
33.04.03.2001,3304030006,Jalatunda
33.04.03.2015,3304030007,Kebakalan
33.04.03.2016,3304030008,Mandiraja Wetan
33.04.03.2014,3304030009,Mandiraja Kulon
33.04.03.2013,3304030010,Banjengan
33.04.03.2012,3304030011,Kertayasa
33.04.03.2010,3304030012,Candiwulan
33.04.03.2011,3304030013,Simbang
33.04.03.2007,3304030014,Purwasaba
33.04.03.2008,3304030015,Blimbing
33.04.03.2009,3304030016,Panggisari
33.04.04.2001,3304040001,Kalitengah
33.04.04.2005,3304040002,Petir
33.04.04.2004,3304040003,Kaliajir
33.04.04.2003,3304040004,Karanganyar
33.04.04.2002,3304040005,Merden
33.04.04.2008,3304040006,Mertasari
33.04.04.2007,3304040007,Parakan
33.04.04.2006,3304040008,Pucungbedug
33.04.04.2013,3304040009,Kutawuluh
33.04.04.2012,3304040010,Gumiwang
33.04.04.2011,3304040011,Kalipelus
33.04.04.2010,3304040012,Purwonegoro
33.04.04.2009,3304040013,Danaraja
33.04.05.2001,3304050001,Wanadri
33.04.05.2002,3304050002,Kebondalem
33.04.05.2003,3304050005,Majalengka
33.04.05.2004,3304050006,Wiramastra
33.04.05.2005,3304050007,Kutayasa
33.04.05.2006,3304050008,Winong
33.04.05.2007,3304050009,Depok
33.04.05.2008,3304050010,Watuurip
33.04.05.2009,3304050012,Masaran
33.04.05.2010,3304050013,Serang
33.04.05.2011,3304050014,Mantrianom
33.04.05.2012,3304050015,Binorong
33.04.05.2013,3304050016,Joho
33.04.05.2014,3304050017,Bawang
33.04.05.2015,3304050018,Bandingan
33.04.05.2016,3304050019,Blambangan
33.04.05.2017,3304050020,Gemuruh
33.04.05.2018,3304050021,Pucang
33.04.06.1001,3304060007,Argasoka
33.04.06.2002,3304060008,Ampelsari
33.04.06.2003,3304060009,Tlagawera
33.04.06.2004,3304060010,Cendana
33.04.06.2005,3304060011,Sokayasa
33.04.06.1009,3304060012,Sokanandi
33.04.06.1010,3304060013,Parakancanggah
33.04.06.1011,3304060014,Semarang
33.04.06.1012,3304060015,Krandegan
33.04.06.1013,3304060016,Kutabanjarnegara
33.04.06.1006,3304060017,Karangtengah
33.04.06.1007,3304060018,Wangon
33.04.06.1008,3304060019,Semampir
33.04.20.2007,3304061001,Duren
33.04.20.2005,3304061002,Kebutuhjurang
33.04.20.2004,3304061003,Kebutuhduwur
33.04.20.2006,3304061004,Pesangkalan
33.04.20.2001,3304061005,Pagedongan
33.04.20.2002,3304061006,Gunungjati
33.04.20.2008,3304061007,Lebakwangi
33.04.20.2009,3304061008,Gentansari
33.04.20.2003,3304061009,Twelagiri
33.04.07.2001,3304070001,Pringamba
33.04.07.2002,3304070002,Sawal
33.04.07.2003,3304070003,Panawaren
33.04.07.2004,3304070004,Tunggara
33.04.07.2005,3304070005,Randegan
33.04.07.2006,3304070006,Bojanegara
33.04.07.2007,3304070007,Bandingan
33.04.07.2008,3304070008,Prigi
33.04.07.2009,3304070009,Gembongan
33.04.07.2010,3304070010,Kemiri
33.04.07.2011,3304070011,Karangmangu
33.04.07.2012,3304070012,Wanacipta
33.04.07.2013,3304070013,Sigaluh
33.04.07.2014,3304070014,Singamerta
33.04.07.1015,3304070015,Kalibenda
33.04.08.1012,3304080001,Rejasa
33.04.08.1011,3304080002,Kenteng
33.04.08.2009,3304080003,Bantarwaru
33.04.08.2008,3304080004,Dawuhan
33.04.08.2007,3304080005,Pagelak
33.04.08.2005,3304080006,Kutayasa
33.04.08.2006,3304080007,Pekauman
33.04.08.2003,3304080008,Talunamba
33.04.08.2002,3304080009,Penawangan
33.04.08.2001,3304080010,Limbangan
33.04.08.2019,3304080011,Clapar
33.04.08.2004,3304080012,Madukara
33.04.08.2017,3304080013,Karanganyar
33.04.08.2010,3304080014,Sered
33.04.08.2015,3304080015,Blitar
33.04.08.2013,3304080016,Petambakan
33.04.08.2014,3304080017,Rakitan
33.04.08.2016,3304080018,Kaliurip
33.04.08.2018,3304080019,Gununggiana
33.04.08.2020,3304080020,Pakelen
33.04.09.2001,3304090001,Jenggawur
33.04.09.2002,3304090002,Banjarkulon
33.04.09.2003,3304090003,Banjarmangu
33.04.09.2004,3304090004,Rejasari
33.04.09.2005,3304090005,Kesenet
33.04.09.2009,3304090006,Gripit
33.04.09.2011,3304090007,Sigeblog
33.04.09.2012,3304090008,Paseh
33.04.09.2013,3304090009,Sipedang
33.04.09.2010,3304090010,Pekandangan
33.04.09.2008,3304090011,Kendaga
33.04.09.2006,3304090012,Kalilunjar
33.04.09.2007,3304090013,Sijeruk
33.04.09.2016,3304090014,Prendengan
33.04.09.2017,3304090015,Majatengah
33.04.09.2015,3304090016,Beji
33.04.09.2014,3304090017,Sijenggung
33.04.10.2002,3304100001,Tapen
33.04.10.2001,3304100002,Kasilib
33.04.10.2003,3304100003,Karangjambe
33.04.10.2004,3304100004,Wanadadi
33.04.10.2005,3304100005,Wanakarsa
33.04.10.2007,3304100006,Karangkemiri
33.04.10.2011,3304100007,Gumingsir
33.04.10.2010,3304100008,Linggasari
33.04.10.2009,3304100009,Medayu
33.04.10.2008,3304100010,Kandangwangi
33.04.10.2006,3304100011,Lemahjaya
33.04.11.2002,3304110001,Situwangi
33.04.11.2003,3304110002,Gelang
33.04.11.2004,3304110003,Rakit
33.04.11.2005,3304110004,Adipasir
33.04.11.2007,3304110005,Kincang
33.04.11.2009,3304110006,Tanjunganom
33.04.11.2010,3304110007,Luwung
33.04.11.2011,3304110008,Lengkong
33.04.11.2008,3304110009,Badamita
33.04.11.2006,3304110010,Bandingan
33.04.11.2001,3304110011,Pingit
33.04.12.2001,3304120001,Sambong
33.04.12.2006,3304120002,Tribuana
33.04.12.2007,3304120003,Sawangan
33.04.12.2008,3304120004,Sidarata
33.04.12.2009,3304120005,Badakarya
33.04.12.2014,3304120006,Bondolharjo
33.04.12.2010,3304120007,Punggelan
33.04.12.2005,3304120008,Karangsari
33.04.12.2004,3304120009,Kecepit
33.04.12.2002,3304120010,Danakerta
33.04.12.2003,3304120011,Klapa
33.04.12.2011,3304120012,Jembangan
33.04.12.2012,3304120013,Purwasana
33.04.12.2013,3304120014,Petuguran
33.04.12.2015,3304120015,Tanjungtirta
33.04.12.2017,3304120016,Mlaya
33.04.12.2016,3304120017,Tlaga
33.04.13.2005,3304130001,Slatri
33.04.13.2001,3304130002,Paweden
33.04.13.2002,3304130003,Gumelar
33.04.13.2003,3304130004,Purwodadi
33.04.13.2004,3304130005,Sampang
33.04.13.2010,3304130006,Ambal
33.04.13.2006,3304130007,Pagerpelah
33.04.13.2007,3304130008,Pasuruhan
33.04.13.2008,3304130009,Karanggondang
33.04.13.2009,3304130010,Jlegong
33.04.13.2011,3304130011,Binangun
33.04.13.2012,3304130012,Karangkobar
33.04.13.2013,3304130013,Leksana
33.04.14.2004,3304140001,Nagasari
33.04.14.2003,3304140002,Aribaya
33.04.14.2001,3304140003,Larangan
33.04.14.2002,3304140004,Karangnangka
33.04.14.2006,3304140005,Sokaraja
33.04.14.2008,3304140006,Metawana
33.04.14.2005,3304140007,Gumingsir
33.04.14.2007,3304140008,Kayuares
33.04.14.2009,3304140009,Kalitlaga
33.04.14.2011,3304140010,Plumbungan
33.04.14.2010,3304140011,Karekan
33.04.14.2013,3304140012,Kasmaran
33.04.14.2012,3304140013,Pagentan
33.04.14.2014,3304140014,Majasari
33.04.14.2015,3304140015,Babadan
33.04.14.2016,3304140016,Tegaljeruk
33.04.15.2001,3304150001,Kalilunjar
33.04.15.2006,3304150002,Biting
33.04.15.2007,3304150003,Tlahab
33.04.15.2008,3304150004,Darmayasa
33.04.15.2009,3304150005,Pejawaran
33.04.15.2013,3304150006,Pegundungan
33.04.15.2014,3304150007,Beji
33.04.15.2015,3304150008,Semangkung
33.04.15.2016,3304150009,Condongcampur
33.04.15.2017,3304150010,Gembol
33.04.15.2012,3304150011,Sidengok
33.04.15.2011,3304150012,Ratamba
33.04.15.2010,3304150013,Penusupan
33.04.15.2005,3304150014,Giritirta
33.04.15.2002,3304150015,Karangsari
33.04.15.2003,3304150016,Sarwodadi
33.04.15.2004,3304150017,Grogol
33.04.16.2001,3304160001,Batur
33.04.16.2002,3304160002,Sumberejo
33.04.16.2003,3304160003,Pasurenan
33.04.16.2006,3304160004,Bakal
33.04.16.2008,3304160005,Dieng Kulon
33.04.16.2007,3304160006,Karangtengah
33.04.16.2005,3304160007,Kepakisan
33.04.16.2004,3304160008,Pekasiran
33.04.17.2002,3304170001,Suwidak
33.04.17.2001,3304170002,Karangtengah
33.04.17.2003,3304170003,Bantar
33.04.17.2004,3304170004,Pandansari
33.04.17.2005,3304170005,Pagergunung
33.04.17.2006,3304170006,Dawuhan
33.04.17.2007,3304170007,Kubang
33.04.17.2008,3304170008,Susukan
33.04.17.2009,3304170009,Wanayasa
33.04.17.2010,3304170010,Pesantren
33.04.17.2011,3304170011,Balun
33.04.17.2012,3304170012,Tempuran
33.04.17.2013,3304170013,Wanaraja
33.04.17.2014,3304170014,Jatilawang
33.04.17.2015,3304170015,Legoksayem
33.04.17.2016,3304170016,Kasimpar
33.04.17.2017,3304170017,Penanggungan
33.04.18.2002,3304180004,Asinan
33.04.18.2003,3304180005,Sembawa
33.04.18.2004,3304180006,Kalibombong
33.04.18.2006,3304180007,Kalisat Kidul
33.04.18.2007,3304180008,Sirukem
33.04.18.2008,3304180009,Kertosari
33.04.18.2009,3304180010,Sidakangen
33.04.18.2005,3304180011,Majatengah
33.04.18.2001,3304180012,Kalibening
33.04.18.2010,3304180018,Sikumpul
33.04.18.2011,3304180019,Gununglangit
33.04.18.2012,3304180020,Bedana
33.04.18.2013,3304180021,Sirukun
33.04.18.2014,3304180022,Karanganyar
33.04.18.2015,3304180023,Plorengan
33.04.18.2016,3304180024,Kasinoman
33.04.19.2002,3304181001,Sinduaji
33.04.19.2001,3304181002,Pandanarum
33.04.19.2008,3304181003,Beji
33.04.19.2007,3304181004,Pringamba
33.04.19.2003,3304181005,Pasegeran
33.04.19.2004,3304181006,Pingit Lor
33.04.19.2005,3304181007,Lawen
33.04.19.2006,3304181008,Sirongge
33.05.01.2001,3305010001,Argopeni
33.05.01.2002,3305010002,Karangduwur
33.05.01.2003,3305010003,Srati
33.05.01.2004,3305010004,Pasir
33.05.01.2005,3305010005,Jintung
33.05.01.2006,3305010006,Banjararjo
33.05.01.2007,3305010007,Argosari
33.05.01.2008,3305010008,Watukelir
33.05.01.2009,3305010009,Kalibangkang
33.05.01.2010,3305010010,Tlogosari
33.05.01.2011,3305010011,Kalipoh
33.05.01.2012,3305010012,Ayah
33.05.01.2013,3305010013,Candirenggo
33.05.01.2014,3305010014,Mangunweni
33.05.01.2015,3305010015,Jatijajar
33.05.01.2016,3305010016,Demangsari
33.05.01.2017,3305010017,Bulurejo
33.05.01.2018,3305010018,Kedungweru
33.05.02.2001,3305020001,Karangbolong
33.05.02.2002,3305020002,Jladri
33.05.02.2003,3305020003,Adiwarno
33.05.02.2004,3305020004,Rangkah
33.05.02.2005,3305020005,Wonodadi
33.05.02.2006,3305020006,Geblug
33.05.02.2007,3305020007,Rogodadi
33.05.02.2008,3305020008,Pakuran
33.05.02.2009,3305020009,Buayan
33.05.02.2010,3305020010,Sikayu
33.05.02.2011,3305020011,Karangsari
33.05.02.2012,3305020012,Rogodono
33.05.02.2013,3305020013,Banyumudal
33.05.02.2014,3305020014,Tugu
33.05.02.2015,3305020015,Nogoraji
33.05.02.2016,3305020016,Mergosono
33.05.02.2017,3305020017,Semampir
33.05.02.2018,3305020018,Jogomulyo
33.05.02.2019,3305020019,Purbowangi
33.05.02.2020,3305020020,Jatiroto
33.05.03.2001,3305030001,Tambakmulyo
33.05.03.2002,3305030002,Surorejan
33.05.03.2003,3305030003,Waluyorejo
33.05.03.2004,3305030004,Sidoharjo
33.05.03.2005,3305030005,Puliharjo
33.05.03.2006,3305030006,Purwosari
33.05.03.2007,3305030007,Arjowinangun
33.05.03.2008,3305030008,Krandegan
33.05.03.2009,3305030009,Kaleng
33.05.03.2010,3305030010,Tukinggedong
33.05.03.2011,3305030011,Purwoharjo
33.05.03.2012,3305030012,Banjarejo
33.05.03.2013,3305030013,Wetonkulon
33.05.03.2014,3305030014,Pesuruhan
33.05.03.2015,3305030015,Wetonwetan
33.05.03.2016,3305030016,Kedalemankulon
33.05.03.2017,3305030017,Kedalemanwetan
33.05.03.2018,3305030018,Srusuhjurutengah
33.05.03.2019,3305030019,Sitiadi
33.05.03.2020,3305030020,Bumirejo
33.05.03.2021,3305030021,Madurejo
33.05.03.2022,3305030022,Sidobunder
33.05.03.2023,3305030023,Sidodadi
33.05.04.2001,3305040001,Karangrejo
33.05.04.2002,3305040002,Karanggadung
33.05.04.2003,3305040003,Tegalretno
33.05.04.2004,3305040004,Ampelsari
33.05.04.2005,3305040005,Munggu
33.05.04.2006,3305040006,Kewangunan
33.05.04.2007,3305040007,Karangduwur
33.05.04.2008,3305040008,Petanahan
33.05.04.2009,3305040009,Kebonsari
33.05.04.2010,3305040010,Grogolpenatus
33.05.04.2011,3305040011,Grogolbeningsari
33.05.04.2012,3305040012,Jogomertan
33.05.04.2013,3305040013,Tanjungsari
33.05.04.2014,3305040014,Sidomulyo
33.05.04.2015,3305040015,Grujugan
33.05.04.2016,3305040016,Kritig
33.05.04.2017,3305040017,Nampudadi
33.05.04.2018,3305040018,Tresnorejo
33.05.04.2019,3305040019,Podourip
33.05.04.2020,3305040020,Jatimulyo
33.05.04.2021,3305040021,Banjarwinangun
33.05.05.2001,3305050001,Jogosimo
33.05.05.2002,3305050002,Tanggulangin
33.05.05.2003,3305050003,Pandanlor
33.05.05.2004,3305050004,Tambakprogaten
33.05.05.2005,3305050005,Gebangsari
33.05.05.2006,3305050006,Klegenrejo
33.05.05.2007,3305050007,Bendogarap
33.05.05.2008,3305050008,Kedungsari
33.05.05.2009,3305050009,Jerukagung
33.05.05.2010,3305050010,Klegenwonosari
33.05.05.2011,3305050011,Klirong
33.05.05.2012,3305050012,Kaliwungu
33.05.05.2013,3305050013,Jatimalang
33.05.05.2014,3305050014,Karangglonggong
33.05.05.2015,3305050015,Ranterejo
33.05.05.2016,3305050016,Wotbuwono
33.05.05.2017,3305050017,Tambakagung
33.05.05.2018,3305050018,Sitirejo
33.05.05.2019,3305050019,Gadungrejo
33.05.05.2020,3305050020,Dorowati
33.05.05.2021,3305050021,Bumiharjo
33.05.05.2022,3305050022,Kebadongan
33.05.05.2023,3305050023,Podoluhur
33.05.05.2024,3305050024,Kedungwinangun
33.05.06.2001,3305060001,Ayamputih
33.05.06.2002,3305060002,Setrojenar
33.05.06.2003,3305060003,Brecong
33.05.06.2004,3305060004,Banjurpasar
33.05.06.2005,3305060005,Indrosari
33.05.06.2006,3305060006,Buluspesantren
33.05.06.2007,3305060007,Banjurmukadan
